,ori,ncic_agency_name,state_abbr,city_name
4813,IA0040000,APPANOOSE CO SO CENTERVILLE,IA,CENTERVILLE
4814,IA0040100,CENTERVILLE PD,IA,CENTERVILLE
4815,IA0050000,AUDUBON CO SO AUDUBON,IA,AUDUBON
4816,IA0050100,AUDUBON PD,IA,AUDUBON
4817,IA0060000,BENTON CO SO VINTON,IA,VINTON
4818,IA0060100,BELLE PLAINE PD,IA,BELLE PLAINE
4819,IA0060200,VINTON PD,IA,VINTON
4820,IA0070000,BLACK HAWK CO SO WATERLOO,IA,WATERLOO
4821,IA0070100,CEDAR FALLS PD,IA,CEDAR FALLS
4822,IA0070200,EVANSDALE PD WATERLOO,IA,EVANSDALE
4823,IA0070300,WATERLOO PD,IA,WATERLOO
4824,IA0070600,,IA,
4825,IA0070700,UNIVERSITY OF NORTHERN IOWA DPS CEDAR FALLS,IA,CEDAR FALLS
4826,IA0080000,BOONE CO SO BOONE,IA,BOONE
4827,IA0080100,BOONE PD,IA,BOONE
4828,IA0080200,OGDEN PD,IA,OGDEN
4829,IA0080300,MADRID PD,IA,MADRID
4830,IA0090000,BREMER CO SO WAVERLY,IA,WAVERLY
4831,IA0090200,WAVERLY PD,IA,WAVERLY
4832,IA0100000,BUCHANAN CO SO INDEPENDENCE,IA,INDEPENDENCE
4833,IA0100100,INDEPENDENCE PD,IA,INDEPENDENCE
4834,IA0110000,BUENA VISTA CO SO STORM LAKE,IA,STORM LAKE
4835,IA0110100,STORM LAKE PD,IA,STORM LAKE
4836,IA0120000,BUTLER CO SO ALLISON,IA,ALLISON
4837,IA0120100,,IA,
4838,IA0130000,CALHOUN CO SO ROCKWELL CITY,IA,ROCKWELL CITY
4839,IA0130100,,IA,
4840,IA0130200,ROCKWELL CITY PD,IA,
4841,IA0140000,CARROLL CO SO CARROLL,IA,CARROLL
4842,IA0140100,CARROLL PD,IA,CARROLL
4843,IA0150000,CASS CO SO ATLANTIC,IA,ATLANTIC
4844,IA0150100,ATLANTIC PD,IA,ATLANTIC
4845,IA0160000,CEDAR CO SO TIPTON,IA,TIPTON
4846,IA0160100,TIPTON PD,IA,TIPTON
4847,IA0160200,,IA,
4848,IA0160300,WEST BRANCH POLICE DEPARTMENT,IA,WEST BRANCH
4849,IA0160700,,IA,
4850,IA0170000,CERRO GORDO CO SO MASON CITY,IA,MASON CITY
4851,IA0170100,CLEAR LAKE PD,IA,CLEAR LAKE
4852,IA0170200,MASON CITY PD,IA,MASON CITY
4853,IA0180000,CHEROKEE CO SO CHEROKEE,IA,CHEROKEE
4854,IA0180100,CHEROKEE PD,IA,CHEROKEE
4855,IA0180200,MARCUS PD,IA,MARCUS
4856,IA0190000,CHICKASAW CO SO NEW HAMPTON,IA,NEW HAMPTON
4857,IA0190100,NEW HAMPTON PD,IA,NEW HAMPTON
4858,IA0200000,CLARKE CO SO OSCEOLA,IA,OSCEOLA
4859,IA0200100,OSCEOLA PD,IA,OSCEOLA
4860,IA0210000,CLAY CO SO SPENCER,IA,SPENCER
4861,IA0210100,SPENCER PD,IA,SPENCER
4862,IA0220000,CLAYTON CO SO ELKADER,IA,ELKADER
4863,IA0220100,GUTTENBERG PD,IA,GUTTENBERG
4864,IA0230000,CLINTON CO SO CLINTON,IA,CLINTON
4865,IA0230100,CLINTON PD,IA,CLINTON
4866,IA0230200,CAMANCHE PD,IA,CAMANCHE
4867,IA0230300,DE WITT PD,IA,DE WITT
4868,IA0240000,CRAWFORD CO SO DENISON,IA,DENISON
4869,IA0240100,DENISON PD,IA,DENISON
4870,IA0240200,,IA,
4871,IA0250000,DALLAS CO SO ADEL,IA,ADEL
4872,IA0250100,PERRY PD,IA,PERRY
4873,IA0250200,ADEL PD,IA,ADEL
4874,IA0250400,WAUKEE PD,IA,WAUKEE
4875,IA0250700,,IA,
4876,IA0260000,DAVIS CO SO BLOOMFIELD,IA,BLOOMFIELD
4877,IA0260100,BLOOMFIELD PD,IA,BLOOMFIELD
4878,IA0270000,DECATUR CO SO LEON,IA,LEON
4879,IA0270100,LEON PD,IA,LEON
4880,IA0270200,LAMONI PD,IA,LAMONI
4881,IA0280000,DELAWARE CO SO MANCHESTER,IA,MANCHESTER
4882,IA0280100,MANCHESTER PD,IA,MANCHESTER
4883,IA0290000,DES MOINES CO SO BURLINGTON,IA,BURLINGTON
4884,IA0290100,BURLINGTON PD,IA,BURLINGTON
4885,IA0290200,WEST BURLINGTON PD,IA,WEST BURLINGTON
4886,IA0300000,DICKINSON CO SO SPIRIT LAKE,IA,SPIRIT LAKE
4887,IA0300100,SPIRIT LAKE PD,IA,SPIRIT LAKE
4888,IA0300300,,IA,ARNOLDS PARK
4889,IA0310000,DUBUQUE CO SO DUBUQUE,IA,DUBUQUE
4890,IA0310100,DUBUQUE PD,IA,DUBUQUE
4891,IA0310300,DYERSVILLE PD,IA,DYERSVILLE
4892,IA0310400,,IA,
4893,IA0320000,EMMET CO SO ESTHERVILLE,IA,ESTHERVILLE
4894,IA0320100,ESTHERVILLE PD,IA,ESTHERVILLE
4895,IA0330000,FAYETTE CO SO WEST UNION,IA,WEST UNION
4896,IA0330100,OELWEIN PD,IA,OELWEIN
4897,IA0330200,WEST UNION PD,IA,WEST UNION
4898,IA0330300,FAYETTE PD,IA,FAYETTE
4899,IA0340000,FLOYD CO SO CHARLES CITY,IA,CHARLES CITY
4900,IA0340100,CHARLES CITY PD,IA,CHARLES CITY
4901,IA0350000,FRANKLIN CO SO HAMPTON,IA,HAMPTON
4902,IA0350100,HAMPTON PD,IA,HAMPTON
4903,IA0360000,FREMONT CO SO SIDNEY,IA,SIDNEY
4904,IA0370000,GREENE CO SO JEFFERSON,IA,JEFFERSON
4905,IA0370100,JEFFERSON PD,IA,JEFFERSON
4906,IA0380000,GRUNDY CO SO GRUNDY CENTER,IA,GRUNDY CENTER
4907,IA0380100,GRUNDY CENTER PD,IA,GRUNDY CENTER
4908,IA0390000,GUTHRIE,IA,GUTHRIE CENTER
4909,IA0400000,HAMILTON CO SO WEBSTER CITY,IA,WEBSTER CITY
4910,IA0400100,WEBSTER CITY PD,IA,WEBSTER CITY
4911,IA0410000,HANCOCK CO SO GARNER,IA,GARNER
4912,IA0410100,GARNER PD,IA,GARNER
4913,IA0420000,HARDIN CO SO ELDORA,IA,ELDORA
4914,IA0420100,IOWA FALLS PD,IA,IOWA FALLS
4915,IA0420200,,IA,
4916,IA0420300,ELDORA PD,IA,ELDORA
4917,IA0430000,HARRISON CO SO LOGAN,IA,LOGAN
4918,IA0430100,MISSOURI VALLEY PD,IA,MISSOURI VALLEY
4919,IA0440000,HENRY CO SO MT PLEASANT,IA,MOUNT PLEASANT
4920,IA0440100,MT PLEASANT PD,IA,MOUNT PLEASANT
4921,IA0440200,NEW LONDON PD,IA,NEW LONDON
4922,IA0450000,HOWARD CO SO CRESCO,IA,CRESCO
4923,IA0450100,CRESCO PD,IA,CRESCO
4924,IA0460000,HUMBOLDT CO SO HUMBOLDT,IA,HUMBOLDT
4925,IA0460100,HUMBOLDT PD,IA,HUMBOLDT
4926,IA0470000,IDA CO SO IDA GROVE,IA,IDA GROVE
4927,IA0480000,IOWA CO SO MARENGO,IA,MARENGO
4928,IA0480100,MARENGO,IA,MARENGO
4929,IA0480300,WILLIAMSBURG DEPARTMENT WILLIAMSBURG,IA,WILLIAMSBURG
4930,IA0490000,JACKSON CO SO MAQUOKETA,IA,MAQUOKETA
4931,IA0490100,MAQUOKETA PD,IA,MAQUOKETA
4932,IA0500000,JASPER CO SO NEWTON,IA,NEWTON
4933,IA0500100,NEWTON PD,IA,NEWTON
4934,IA0500200,COLFAX PD,IA,COLFAX
4935,IA0500600,PRAIRIE CITY POLICE DEPARTMENT,IA,PRAIRIE CITY
4936,IA0510000,JEFFERSON CO SO FAIRFIELD,IA,FAIRFIELD
4937,IA0510100,FAIRFIELD PD,IA,FAIRFIELD
4938,IA0520000,JOHNSON CO SO IOWA CITY,IA,IOWA CITY
4939,IA0520100,CORALVILLE PD IOWA CITY,IA,CORALVILLE
4940,IA0520200,IOWA CITY PD,IA,IOWA CITY
4941,IA0520400,UNIV OF IOWA DEPT OF PUB SAFETY IOWA CITY,IA,IOWA CITY
4942,IA0520500,NORTH LIBERTY POLICE DEPARTMENT,IA,NORTH LIBERTY
4943,IA0520600,,IA,
4944,IA0530000,JONES CO SO ANAMOSA,IA,ANAMOSA
4945,IA0530100,ANAMOSA PD,IA,ANAMOSA
4946,IA0530200,MONTICELLO PD,IA,MONTICELLO
4947,IA0540000,KEOKUK CO SO SIGOURNEY,IA,SIGOURNEY
4948,IA0540100,SIGOURNEY,IA,SIGOURNEY
4949,IA0540200,,IA,
4950,IA0550000,KOSSUTH CO SO ALGONA,IA,ALGONA
4951,IA0550100,ALGONA PD,IA,ALGONA
4952,IA0560000,LEE CO SO KEOKUK,IA,MONTROSE
4953,IA0560100,FORT MADISON PD,IA,FORT MADISON
4954,IA0560200,KEOKUK PD,IA,KEOKUK
4955,IA0560A00,LEE COUNTY-SOUTH,IA,IA
4956,IA0570000,LINN CO SO CEDAR RAPIDS,IA,CEDAR RAPIDS
4957,IA0570100,CEDAR RAPIDS PD,IA,CEDAR RAPIDS
4958,IA0570200,MARION PD,IA,MARION
4959,IA0570300,HIAWATHA PD,IA,HIAWATHA
4960,IA0570400,LISBON PD,IA,LISBON
4961,IA0570600,MOUNT VERNON PD,IA,MOUNT VERNON
4962,IA0570800,PALO POLICE DEPARTMENT,IA,LINN
4963,IA0570900,ROBINS POLICE DEPARTMENT,IA,ROBINS
4964,IA0571000,COGGON POLICE DEPARTMENT,IA,COGGON
4965,IA0580000,LOUISA CO SO WAPELLO,IA,WAPELLO
4966,IA0590000,LUCAS CO SO CHARITON,IA,CHARITON
4967,IA0590100,CHARITON PD,IA,CHARITON
4968,IA0600000,LYON CO SO ROCK RAPIDS,IA,ROCK RAPIDS
4969,IA0600100,ROCK RAPIDS PD,IA,ROCK RAPIDS
4970,IA0610000,MADISON CO SO WINTERSET,IA,WINTERSET
4971,IA0610100,WINTERSET PD,IA,WINTERSET
4972,IA0620000,MAHASKA CO SO OSKALOOSA,IA,OSKALOOSA
4973,IA0620100,OSKALOOSA PD,IA,OSKALOOSA
4974,IA0620200,,IA,NEW SHARON
4975,IA0630000,MARION CO SO KNOXVILLE,IA,KNOXVILLE
4976,IA0630100,KNOXVILLE PD,IA,KNOXVILLE
4977,IA0630200,PELLA PD,IA,PELLA
4978,IA0630300,PLEASANTVILLE POLICE DEPARTMENT,IA,PLEASANTVILLE
4979,IA0640000,MARSHALL CO SO MARSHALLTOWN,IA,MARSHALLTOWN
4980,IA0640100,MARSHALLTOWN PD,IA,MARSHALLTOWN
4981,IA0640200,STATE CENTER PD,IA,STATE CENTER
4982,IA0650000,MILLS CO SO GLENWOOD,IA,GLENWOOD
4983,IA0650100,GLENWOOD PD,IA,GLENWOOD
4984,IA0660000,MITCHELL CO SO OSAGE,IA,OSAGE
4985,IA0660100,OSAGE PD,IA,OSAGE
4986,IA0660200,ST ANSGAR PD,IA,ST ANSGAR
4987,IA0670000,MONONA CO SO ONAWA,IA,ONAWA
4988,IA0670100,ONAWA PD,IA,ONAWA
4989,IA0680000,MONROE CO SO ALBIA,IA,ALBIA
4990,IA0680100,ALBIA PD,IA,ALBIA
4991,IA0690000,MONTGOMERY CO SO RED OAK,IA,RED OAK
4992,IA0690100,RED OAK PD,IA,RED OAK
4993,IA0700000,MUSCATINE CO SO MUSCATINE,IA,MUSCATINE
4994,IA0700100,MUSCATINE PD,IA,MUSCATINE
4995,IA0700200,WEST LIBERTY PD,IA,WEST LIBERTY
4996,IA0700400,WILTON PD WILTON,IA,WILTON
4997,IA0710000,OBRIEN CO SO PRIMGHAR,IA,PRIMGHAR
4998,IA0710300,SHELDON PD,IA,SHELDON
4999,IA0720000,OSCEOLA CO SO SIBLEY,IA,SIBLEY
5000,IA0720100,SIBLEY PD,IA,SIBLEY
5001,IA0730000,PAGE CO SO CLARINDA,IA,CLARINDA
5002,IA0730100,CLARINDA PD,IA,CLARINDA
5003,IA0730200,SHENANDOAH PD,IA,SHENANDOAH
5004,IA0740000,PALO ALTO CO SO EMMETSBURG,IA,EMMETSBURG
5005,IA0740100,EMMETSBURG PD,IA,EMMETSBURG
5006,IA0750000,PLYMOUTH CO SO LE MARS,IA,LE MARS
5007,IA0750100,LE MARS PD,IA,LE MARS
5008,IA0760000,POCAHONTAS CO SO POCAHONTAS,IA,POCAHONTAS
5009,IA0770000,POLK CO SO DES MOINES,IA,DES MOINES
5010,IA0770100,ANKENY PD,IA,ANKENY
5011,IA0770200,CLIVE PD,IA,CLIVE
5012,IA0770300,DES MOINES PD,IA,DES MOINES
5013,IA0770400,URBANDALE PD DES MOINES,IA,URBANDALE
5014,IA0770500,WEST DES MOINES PD,IA,WEST DES MOINES
5015,IA0770600,WINDSOR HEIGHTS PD DES MOINES,IA,DES MOINES
5016,IA0770700,JOHNSTON PD,IA,JOHNSTON
5017,IA0770800,ALTOONA PD,IA,ALTOONA
5018,IA0771400,PLEASANT HILL PD,IA,PLEASANT HILL
5019,IA0771800,POLK CITY PD POLK CITY,IA,POLK CITY
5020,IA0780000,POTTAWATTAMIE CO SO COUNCIL BLUFFS,IA,COUNCIL BLUFFS
5021,IA0780100,COUNCIL BLUFFS PD,IA,COUNCIL BLUFFS
5022,IA0780300,CARTER LAKE,IA,
5023,IA0780400,CARTER LAKE PD,IA,CARTER LAKE
5024,IA0790000,POWESHIEK CO SO MONTEZUMA,IA,MONTEZUMA
5025,IA0790100,GRINNELL PD,IA,GRINNELL
5026,IA0800000,RINGGOLD CO SO MOUNT AYR,IA,MT. AYR
5027,IA0810000,SAC CO SO SAC CITY,IA,SAC CITY
5028,IA0810100,SAC CITY PD,IA,SAC CITY
5029,IA0820000,SCOTT CO SO DAVENPORT,IA,DAVENPORT
5030,IA0820100,BETTENDORF PD,IA,BETTENDORF
5031,IA0820200,DAVENPORT PD,IA,DAVENPORT
5032,IA0820400,BUFFALO,IA,BUFFALO
5033,IA0820500,BLUE GRASS,IA,BLUE GRASS
5034,IA0820600,ELDRIDGE PD,IA,ELDRIDGE
5035,IA0820700,LE CLAIRE PD,IA,LE CLAIRE
5036,IA0820800,PRINCETON,IA,PRINCETON
5037,IA0820900,WALCOTT,IA,WALCOTT
5038,IA0821100,LONG GROVE,IA,LONG GROVE
5039,IA0821200,MCCAUSLAND,IA,MCCAUSLAND
5040,IA0830000,SHELBY CO SO HARLAN,IA,HARLAN
5041,IA0830100,HARLAN PD,IA,HARLAN
5042,IA0840000,SIOUX CO SO ORANGE CITY,IA,ORANGE CITY
5043,IA0840100,ORANGE CITY PD,IA,ORANGE CITY
5044,IA0840200,HAWARDEN PD,IA,HAWARDEN
5045,IA0840400,ROCK VALLEY PD,IA,ROCK VALLEY
5046,IA0840500,SIOUX CENTER PD,IA,SIOUX CENTER
5047,IA0850000,STORY CO SO NEVADA,IA,NEVADA
5048,IA0850100,AMES PD,IA,AMES
5049,IA0850200,NEVADA PD,IA,NEVADA
5050,IA0850300,STORY CITY PD,IA,STORY CITY
5051,IA0850400,IOWA STATE UNIVERSITY POLICE,IA,AMES
5052,IA0850500,,IA,
5053,IA0860000,TAMA CO SO TOLEDO,IA,TOLEDO
5054,IA0860100,TOLEDO PD,IA,TOLEDO
5055,IA0860200,TAMA PD,IA,TAMA
5056,IA0860300,,IA,
5057,IA0870000,TAYLOR CO SO BEDFORD,IA,BEDFORD
5058,IA0870100,BEDFORD PD,IA,BEDFORD
5059,IA0870200,LENOX PD,IA,LENOX
5060,IA0880000,UNION CO SO CRESTON,IA,CRESTON
5061,IA0880100,CRESTON PD,IA,CRESTON
5062,IA0890000,VAN BUREN CO SO KEOSAUQUA,IA,KEOSAUQUA
5063,IA0900000,WAPELLO CO SO OTTUMWA,IA,OTTUMWA
5064,IA0900100,OTTUMWA PD,IA,OTTUMWA
5065,IA0900400,,IA,
5066,IA0910000,WARREN CO SO INDIANOLA,IA,INDIANOLA
5067,IA0910100,INDIANOLA PD,IA,INDIANOLA
5068,IA0910200,NORWALK PD,IA,NORWALK
5069,IA0910300,CARLISLE PD,IA,CARLISLE
5070,IA0920000,WASHINGTON CO SO WASHINGTON,IA,WASHINGTON
5071,IA0920100,WASHINGTON PD,IA,WASHINGTON
5072,IA0930000,WAYNE CO SO CORYDON,IA,CORYDON
5073,IA0940000,WEBSTER CO SO FORT DODGE,IA,FORT DODGE
5074,IA0940100,FORT DODGE PD,IA,FORT DODGE
5075,IA0940200,,IA,
5076,IA0940300,,IA,
5077,IA0950000,WINNEBAGO CO SO FOREST CITY,IA,FOREST CITY
5078,IA0950100,FOREST CITY PD,IA,FOREST CITY
5079,IA0950200,LAKE MILLS PD,IA,LAKE MILLS
5080,IA0960000,WINNESHIEK CO SO DECORAH,IA,DECORAH
5081,IA0960100,DECORAH PD,IA,DECORAH
5082,IA0970000,WOODBURY CO SO SIOUX CITY,IA,SIOUX CITY
5083,IA0970100,SIOUX CITY PD,IA,SIOUX CITY
5084,IA0970200,SERGEANT BLUFF PD,IA,SERGEANT BLUFF
5085,IA0980000,WORTH CO SO NORTHWOOD,IA,NORTHWOOD
5086,IA0990000,WRIGHT CO SO CLARION,IA,CLARION
5087,IA0990100,EAGLE GROVE PD,IA,EAGLE GROVE
5088,IA0990200,BELMOND PD,IA,BELMOND
5089,IA0990300,CLARION PD,IA,CLARION
5090,IAATF0200,,FS,
5091,IADI00100,EFFIGY MOUND NM,IA,
5092,IADI00200,HERBERT HOOVER NHS,IA,
5093,IADPS0000,IOWA DPS DES MOINES,IA,DES MOINES
5094,IADPS1000,CAPITOL POLICE DIV DES MOINES,IA,DES MOINES
5095,IAIHP0000,IOWA HIGHWAY PATROL,IA,
5096,IAIHP0100,,IA,
5097,IAIHP0200,,IA,
5098,IAIHP0300,,IA,
5099,IAIHP0400,,IA,
5100,IAIHP0500,,IA,
5101,IAIHP0600,,IA,
5102,IAIHP0700,,IA,
5103,IAIHP0800,,IA,
5104,IAIHP0900,"STATE PATROL, CEDAR FALLS",IA,
5105,IAIHP1000,,IA,
5106,IAIHP1100,"STATE PATROL, CEDAR RAPIDS",IA,
5107,IAIHP1200,,IA,
5108,IAIHP1300,,IA,
5109,ID0010000,ADA CO SO BOISE,ID,BOISE
5110,ID0010100,BOISE PD,ID,BOISE
5111,ID001015A,,ID,
5112,ID0010200,GARDEN CITY PD,ID,GARDEN CITY
5113,ID0010300,MERIDIAN PD,ID,MERIDAN
5114,ID0010700,KUNA PD,ID,BOISE
5115,ID0011000,DEPT OF FISH & GAME,ID,
5116,ID0020000,ADAMS CO SO COUNCIL,ID,COUNCIL
5117,ID0020100,COUNCIL,ID,COUNCIL
5118,ID0030000,BANNOCK CO SO POCATELLO,ID,POCATELLO
5119,ID0030100,CHUBBUCK PD POCATELLO,ID,CHUBBUCK
5120,ID0030200,POCATELLO PD,ID,POCATELLO
5121,ID0030300,FORT HALL TRIBAL PD FORT HALL,ID,FORT HALL
5122,ID0030400,LAVA HOT SPRINGS PD,ID,LAVA HOT SPRINGS
5123,ID0040000,BEAR LAKE CO SO PARIS,ID,PARIS
5124,ID0040100,MONTPELIER PD,ID,MONTPELIER
5125,ID0050000,BENEWAH CO SO ST MARIES,ID,ST. MARIES
5126,ID0050100,ST MARIES PD,ID,ST. MARIES
5127,ID0060000,BINGHAM CO SO BLACKFOOT,ID,BLACKFOOT
5128,ID0060100,ABERDEEN PD,ID,ABERDEEN
5129,ID0060200,BLACKFOOT PD,ID,BLACKFOOT
5130,ID0060300,FIRTH PD,ID,FIRTH
5131,ID0060400,SHELLEY PD,ID,SHELLEY
5132,ID0070000,BLAINE CO SO HAILEY,ID,HAILEY
5133,ID0070100,KETCHUM PD,ID,KETCHUM
5134,ID0070200,SUN VALLEY PD,ID,SUN VALLEY
5135,ID0070300,HAILEY PD,ID,HAILEY
5136,ID0070400,BELLEVUE MARSHALS OFFICE,ID,BELLEVUE
5137,ID0080000,BOISE CO SO IDAHO CITY,ID,IDAHO CITY
5138,ID0080100,IDAHO CITY POLICE DEPARTMENT,ID,IDAHO CITY
5139,ID0090000,BONNER CO SO SANDPOINT,ID,SANDPOINT
5140,ID0090100,PRIEST RIVER PD,ID,PRIEST RIVER
5141,ID0090200,SANDPOINT PD,ID,SANDPOINT
5142,ID0090300,PONDERAY CITY POLICE DEPARTMENT,ID,PONDERAY
5143,ID0100000,BONNEVILLE CO SO IDAHO FALLS,ID,IDAHO FALLS
5144,ID0100100,AMMON PD IDAHO FALLS,ID,IDAHO FALLS
5145,ID0100200,IDAHO FALLS PD,ID,IDAHO FALLS
5146,ID0100400,UCON POLICE DEPARTMENT UCON,ID,UCON
5147,ID0110000,BOUNDARY CO SO BONNERS FERRY,ID,BONNERS FERRY
5148,ID0110100,BONNERS FERRY PD,ID,BONNERS FERRY
5149,ID0120000,BUTTE CO SO ARCO,ID,ARCO
5150,ID0120100,ARCO PD,ID,ARCO
5151,ID0130000,CAMAS CO SO FAIRFIELD,ID,FAIRFIELD
5152,ID0140000,CANYON CO SO CALDWELL,ID,CALDWELL
5153,ID0140100,CALDWELL PD,ID,CALDWELL
5154,ID0140200,NAMPA PD,ID,NAMPA
5155,ID0140300,PARMA PD,ID,PARMA
5156,ID0140400,WILDER PD,ID,WILDER
5157,ID0140500,,ID,
5158,ID0150000,CARIBOU CO SO SODA SPRINGS,ID,SODA SPRINGS
5159,ID0150100,SODA SPRINGS PD,ID,SODA SPRINGS
5160,ID0150200,GRACE PD,ID,SODA SPRINGS
5161,ID0160000,CASSIA CO SO BURLEY,ID,BURLEY
5162,ID0160100,BURLEY PD,ID,BURLEY
5163,ID0170000,CLARK CO SO DUBOIS,ID,DUBOIS
5164,ID0180000,CLEARWATER CO SO OROFINO,ID,OROFINO
5165,ID0180100,OROFINO PD,ID,OROFINO
5166,ID0180200,PIERCE PD,ID,PIERCE
5167,ID0190000,CUSTER CO SO CHALLIS,ID,CHALLIS
5168,ID0190200,CHALLIS PD,ID,CHALLIS
5169,ID0190300,CHALLIS POLICE DEPARTMENT CHALLIS,ID,CHALLIS
5170,ID0200000,ELMORE CO SO MOUNTAIN HOME,ID,MOUNTAIN HOME
5171,ID0200100,GLENNS FERRY PD,ID,GLENNS FERRY
5172,ID0200200,MOUNTAIN HOME PD,ID,MOUNTAIN HOME
5173,ID0210000,FRANKLIN CO SO PRESTON,ID,PRESTON
5174,ID0210100,PRESTON PD,ID,PRESTON
5175,ID0220000,FREMONT CO SO ST ANTHONY,ID,SAINT ANTHONY
5176,ID0220100,,ID,
5177,ID0220200,ST ANTHONY PD,ID,ST ANTHONY
5178,ID0230000,GEM CO SO EMMETT,ID,EMMETT
5179,ID0230100,EMMETT PD,ID,EMMETT
5180,ID0240000,GOODING CO SO GOODING,ID,GOODING
5181,ID0240100,GOODING PD,ID,GOODING
5182,ID0240200,WENDELL PD WENDELL,ID,WENDELL
5183,ID0240300,HAGERMAN POLICE DEPARTMENT HAGERMAN,ID,HAGERMAN
5184,ID0250000,IDAHO CO SO GRANGEVILLE,ID,GRANGEVILLE
5185,ID0250100,COTTONWOOD PD,ID,COTTONWOOD
5186,ID0250200,GRANGEVILLE PD,ID,GRANGEVILLE
5187,ID0260000,JEFFERSON CO SO RIGBY,ID,RIGBY
5188,ID0260100,RIGBY PD,ID,RIGBY
5189,ID0270000,JEROME CO SO JEROME,ID,JEROME
5190,ID0270100,JEROME PD,ID,JEROME
5191,ID0280000,KOOTENAI CO SO COEUR D'ALENE,ID,COEUR D'ALENE
5192,ID0280100,COEUR D'ALENE PD,ID,COEUR D'ALENE
5193,ID0280200,POST FALLS PD,ID,POST FALLS
5194,ID0280300,WORLEY PD,ID,COEUR D'ALENE
5195,ID0280400,SPIRIT LAKE PD,ID,SPIRIT LAKE
5196,ID0280500,RATHDRUM PD,ID,RATHDRUM
5197,ID0290000,LATAH CO SO MOSCOW,ID,MOSCOW
5198,ID0290500,MOSCOW PD,ID,MOSCOW
5199,ID0290600,POTLATCH PD,ID,POTLATCH
5200,ID0300000,LEMHI CO SO SALMON,ID,SALMON
5201,ID0300200,SALMON PD,ID,SALMON
5202,ID0310000,LEWIS CO SO NEZ PERCE,ID,NEZ PERCE
5203,ID0310200,KAMIAH PD,ID,KAMIAH
5204,ID0320000,LINCOLN CO SO SHOSHONE,ID,SHOSHONE
5205,ID0320100,SHOSHONE,ID,SHOSHONE
5206,ID0330000,MADISON CO SO REXBURG,ID,REXBURG
5207,ID0330100,REXBURG PD,ID,REXBURG
5208,ID0340000,MINIDOKA CO SO RUPERT,ID,RUPERT
5209,ID0340100,RUPERT PD,ID,RUPERT
5210,ID0340200,HEYBURN PD,ID,HEYBURN
5211,ID0350000,NEZ PERCE CO SO LEWISTON,ID,LEWISTON
5212,ID0350100,LAPWAI PD,ID,LAPWAI
5213,ID0350200,LEWISTON PD,ID,LEWISTON
5214,ID0360000,ONEIDA CO SO MALAD CITY,ID,MALAD CITY
5215,ID0360100,MALAD CITY PD,ID,MALAD CITY
5216,ID0370000,OWYHEE CO SO MURPHY,ID,MURPHY
5217,ID0370100,HOMEDALE PD,ID,HOMEDALE
5218,ID0380000,PAYETTE CO SO PAYETTE,ID,PAYETTE
5219,ID0380100,FRUITLAND PD,ID,FRUITLAND
5220,ID0380200,NEW PLYMOUTH PD,ID,NEW PLYMOUTH
5221,ID0380300,PAYETTE PD,ID,PAYETTE
5222,ID0390000,POWER CO SO AMERICAN FALLS,ID,AMERICAN FALLS
5223,ID0390100,AMERICAN FALLS PD,ID,AMERICAN FALLS
5224,ID0400000,SHOSHONE CO SO WALLACE,ID,WALLACE
5225,ID0400100,KELLOGG PD,ID,KELLOGG
5226,ID0400200,WALLACE PD,ID,WALLACE
5227,ID0400300,OSBURN PD,ID,OSBURN
5228,ID0400400,PINEHURST PD,ID,PINEHURST
5229,ID0400500,SMELTERVILLE PD,ID,SMELTERVILLE
5230,ID0410000,TETON CO SO DRIGGS,ID,DRIGGS
5231,ID0410100,DRIGGS PD,ID,DRIGGS
5232,ID0420000,TWIN FALLS CO SO TWIN FALLS,ID,TWIN FALLS ID
5233,ID0420100,BUHL PD,ID,BUHL
5234,ID0420200,TWIN FALLS PD,ID,TWIN FALLS
5235,ID0420300,KIMBERLY PD,ID,KIMBERLY
5236,ID0420400,FILER PD,ID,FILER
5237,ID0430000,VALLEY CO SO CASCADE,ID,CASCADE
5238,ID0430100,MCCALL PD,ID,MCCALL
5239,ID0430200,CASCADE PD,ID,CASCADE
5240,ID0440000,WASHINGTON CO SO WEISER,ID,WEISER
5241,ID0440100,WEISER PD,ID,WEISER
5242,IDATF0200,,FS,
5243,IDDI00100,CRATERS OF THE MOON NM,ID,
5244,IDDI00200,NEZ PERCE NHP,ID,
5245,IDDI00300,YELLOWSTONE NP,ID,
5246,IDDI00400,NEZ PERCE TRIBAL POLICE DEPARTMENT,ID,LAPWAI
5247,IDDI00900,COEUR D'ALENE TRIBAL POLICE DEPARTMENT,ID,PLUMMER
5248,IDDI01100,,ID,BONNERS FERRY
5249,IDDLE0400,DLE ALCOHOL BEVERAGE CONTROL DIV BOISE,ID,MERIDIAN
5250,IDDOA0100,DEPT OF AGRICULTURE,ID,
5251,IDIBN0100,DLE BUREAU OF NARCOTICS REGION I COEUR D'ALENE,ID,COEUR D ALENE
5252,IDIBN0200,DLE BUREAU OF NARCOTICS REGION II LEWISTON,ID,LEWISTON
5253,IDIBN0300,DLE BUREAU OF NARCOTICS REGION III BOISE,ID,MERIDIAN
5254,IDIBN0400,DLE BUREAU OF NARCOTICS REGION IV TWIN FALLS,ID,TWIN FALLS
5255,IDIBN0500,DLE BUREAU OF NARCOTICS REGION V POCATELLO,ID,CHUBBUCK
